PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp
2.901,30.763,21.565,18.389,0.824,1.899,
0,30.367,18.007,20.762,0.582,2.401,
0.00E+00,30.634,16.164,20.92,0.492,2.523,
7.081,30.846,22.081,19.577,0.705,3.367,
19.638,30.2,23.72,18.199,0.87,1.925,
9.15,31.803,22.336,18.695,0.807,2.762,
13.278,27.474,19.685,3.492,0.791,1.917,
0.058,28.497,19.017,10.581,0.747,2.228,
0,31.964,20.981,15.76,0.725,2.588,
2.678,27.729,24.244,5.919,0.798,3.457,
8.895,29.261,23.167,13.93,0.888,2.568,
7.948,26.123,23.361,2.907,0.922,1.714,
0.227,28.874,19.35,14.06,0.788,2.87,
0,30.253,14.32,19.432,0.519,1.911,
0,27.521,15.201,19.177,0.59,2.111,
0,27.95,12.978,19.127,0.573,2.018,
0,27.93,14.703,18.825,0.52,3.336,
0.055,26.193,15.849,8.495,0.607,4.009,
21.056,24.172,19.772,2.832,0.863,3.66,
1.003,20.693,16.559,5.019,0.922,1.716,
1.027,26.693,18.831,4.088,0.902,3.277,
0.659,27.305,21.088,17.328,0.628,5.154,
0,25.309,12.389,18.55,0.386,2.238,
0,28.876,14.156,18.044,0.47,3.431,
0,29.165,17.258,17.891,0.562,5.852,
1.535,24.432,11.833,3.92,0.783,5.356,
0.656,17.634,9.678,15.647,0.625,6.136,
0,18.867,9.807,17.557,0.546,4.932,
0,17.18,7.186,17.795,0.56,4.218,
0,19.002,3.418,17.48,0.651,1.496,
0,20.74,6.69,16.941,0.677,2.29,
0,22.181,9.933,16.658,0.666,2.699,
0,20.719,8.859,16.654,0.598,2.382,
0,23.126,7.266,16.708,0.617,1.902,
0,25.445,11.173,16.385,0.626,2.982,
0.031,16.904,11.487,5.235,0.755,2.895,
0.047,19.157,10.953,8.794,0.755,2.263,
0,23.665,10.44,13.495,0.806,1.807,
0,26.656,12.122,12.662,0.733,2.254,
0,27.29,16.688,15.06,0.63,4.785,
0,22.181,8.957,15.893,0.376,5.492,
0,15.926,7.061,11.626,0.382,2.571,
0,23.22,8.242,14.534,0.471,3.381,
0.302,25.081,13.85,10.979,0.821,2.995,
0.532,26.799,14.166,12.058,0.81,2.566,
0.136,26.847,19.74,13.498,0.658,4.668,
2.11,24.083,17.98,6.801,0.776,4.199,
0.003,27.803,17.695,11.491,0.778,3.798,
0,28.539,17.583,12.521,0.609,5.444,
0,16.247,7.299,14.938,0.254,5.238,
0,17.808,3.267,13.339,0.324,3.15,
0,24.986,11.856,13.613,0.492,4.501,
0.044,22.267,13.213,6.308,0.831,2.292,
0.223,23.991,15.707,8.942,0.831,2.289,
0.963,22.396,17.358,3.135,0.857,4.655,
4.322,22.02,8.178,1.074,0.846,5.66,
0.336,8.719,1.566,7.505,0.554,5.848,
0.548,9.255,0.313,9.051,0.375,3.26,
17.503,7.098,3.333,1.276,0.689,3.883,
13.063,6.308,3.264,1.892,0.931,3.64,
0.409,11.709,3.948,8.203,0.848,3.732,
0,16.079,2.033,13.369,0.729,1.697,
0,17.532,6.407,13.177,0.737,4.156,
0,15.399,5.81,13.119,0.65,4.015,
1.221,14.499,9.543,3.659,0.845,3.314,
0.53,17.762,12.159,3.206,0.862,5.313,
8.133,24.315,16.417,9.074,0.824,6.167,
0,12.942,1.327,13.652,0.451,4.614,
0,17.122,1.422,13.014,0.46,2.902,
0,20.967,7.156,12.598,0.566,3.379,
0,14.626,4.118,12.054,0.617,5.004,
1.956,21.272,11.474,2.817,0.89,5.124,
0.975,22.699,18.302,1.999,0.907,4.435,
6.044,21.561,5.243,1.767,0.903,3.506,
3.09,7.629,4.309,1.654,0.882,2.784,
3.05,21.263,7.915,2.278,0.94,3.696,
27.925,19.723,4.241,0.693,0.91,5.283,
6.993,10.437,0.896,10.981,0.88,2.684,
1.567,6.394,2.919,1.952,0.898,3.91,
27.292,8.021,2.313,3.217,0.921,4.247,
0.075,8.156,-2.291,12.13,0.698,4.207,
0,10.826,-0.811,12.79,0.659,2.594,
0.493,15.035,4.115,4.82,0.847,4.884,
0.01,17.621,6.325,9.665,0.867,2.199,
9.378,17.684,12.917,12.295,0.843,4.039,
0,19.485,6.96,12.473,0.7,2.697,
0.326,17.296,4.688,11.691,0.722,6.802,
0,9.407,-2.34,13.015,0.525,4.706,
0,13.022,-1.381,12.706,0.535,1.74,
0,13.61,1.985,12.838,0.545,3.082,
11.967,8.256,3.702,2.42,0.799,3.454,
0.366,5.551,3.567,3.507,0.867,2.116,
7.311,9.355,3.542,10.482,0.866,3.37,
0,10.151,-1.468,12.597,0.765,2.102,
0.191,13.862,3.474,12.847,0.75,2.551,
0,12.463,5.509,12.777,0.59,4.61,
0,7.799,0.012,11.847,0.584,4.591,
0,3.766,-2.525,13.281,0.505,3.983,
0,3.795,-4.656,6.278,0.422,2.745,
0.412,8.705,-1.388,2.955,0.721,5.262,
1.871,17.858,8.873,2.407,0.919,7.269,
0.364,21.888,16.149,7.377,0.827,7.332,
3.462,19.985,17.868,1.58,0.859,6.456,
7.605,20.373,10.962,8.462,0.791,7.124,
0,13.443,3.05,12.922,0.693,2.198,
0,13.295,8.653,12.352,0.671,5.444,
0,15.774,1.293,13.162,0.529,1.664,
0.295,13.59,5.907,6.998,0.616,3.467,
0.069,12.463,2.033,12.564,0.772,2.718,
0,15.387,1.252,13.461,0.667,2.102,
0,16.698,2.577,13.262,0.526,2.056,
0.24,12.017,7.28,6.482,0.742,4.036,
0.704,9.515,-2.057,12.732,0.704,4.333,
1.325,4.891,-1.757,4.023,0.547,1.676,
0.247,5.352,-3.024,13.327,0.635,4.27,
0,8.488,-3.948,14.536,0.425,3.452,
1.315,3.006,0.198,2.424,0.649,4.981,
5.26,4.796,-0.36,2.181,0.926,3.352,
0.711,2.584,-2.616,2.2,0.761,2.267,
0.385,5.235,-2.662,11.826,0.605,3.996,
8.209,2.367,0.315,2.444,0.776,3.091,
0.53,10.363,-1.227,12.654,0.866,1.715,
0,15.027,-0.111,14.722,0.708,1.425,
0.735,13.344,5.346,4.582,0.834,5.245,
7.371,19.341,8.826,11.898,0.77,8.882,
0,9.996,-1.111,15.384,0.413,4.291,
3.481,13.072,4.172,14.974,0.665,5.632,
0,12.433,-2.889,15.666,0.646,4.203,
0,17.046,4.381,15.508,0.62,4.884,
0.635,21.203,10.246,4.163,0.898,3.468,
0.57,24.399,17.909,6.67,0.826,6.62,
6.724,21.67,19.696,3.014,0.822,6.956,
0.612,16.272,0.455,15.278,0.557,5.815,
0,12.613,3.096,16.418,0.503,5.053,
0,20.002,2.757,16.305,0.504,4.382,
0,19.733,4.333,16.607,0.425,2.787,
0,22.563,6.951,16.582,0.394,2.38,
0.936,18.598,10.38,3.793,0.768,3.546,
9.127,17.203,4.503,13.271,0.824,6.312,
0,11.84,-1.705,17.164,0.602,2.198,
0,18.881,4.019,16.724,0.646,5.74,
1.263,15.701,9.129,6.441,0.865,3.736,
12.245,18.202,7.065,1.508,0.947,5.563,
42.872,14.675,5.511,14.08,0.837,6.296,
0,12.754,1.879,17.367,0.715,2.888,
0,17.511,3.515,17.392,0.544,2.557,
1.445,14.66,9.297,3.214,0.803,3.53,
8.477,16.172,10.027,2.601,0.953,3.41,
2.718,9.037,1.326,14.702,0.835,3.665,
0,14.738,-1.718,18.14,0.75,2.524,
0.314,13.645,8.628,14.91,0.83,3.294,
0.212,25.405,5.99,17.022,0.785,3.868,
0.014,19.571,4.204,18.987,0.587,7.415,
0,14.033,-2.487,19.273,0.483,2.452,
0,19.339,3.633,19.243,0.513,4.932,
1.631,18.809,13.572,5.153,0.806,4.547,
0.105,22.563,10.151,15.376,0.834,2.717,
0.563,20.682,13.419,5.406,0.821,5.619,
40.507,19.644,4.047,1.443,0.915,7.604,
1.943,10.552,0.56,18.726,0.768,4.719,
0,19.67,4.365,20.388,0.577,4.212,
7.797,12.813,3.078,6.43,0.841,5.144,
24.496,8.002,1.017,14.034,0.917,6.069,
0.462,10.872,-4.114,21.009,0.657,2.572,
0.385,17.717,0.635,16.269,0.695,2.827,
6.008,14.308,10.382,5.262,0.933,2.412,
0.282,17.116,3.861,19.425,0.774,2.012,
0,22.603,8.194,21.429,0.626,3.448,
0.884,17.032,11.099,8.191,0.746,5.237,
5.476,25.561,10.537,19.075,0.798,3.754,
0.175,21.264,14.161,19.232,0.692,5.419,
0.22,20.567,8.182,18.576,0.786,5.09,
0.659,26.754,14.866,12.591,0.744,5.337,
26.072,23.138,18.327,5.496,0.883,5.333,
29.511,16.081,7.24,19.86,0.804,7.363,
0,20.18,5.655,22.906,0.627,2.485,
0,20,8.147,22.546,0.641,4.278,
0,20.834,9.294,22.931,0.716,2.615,
0.064,16.161,7.844,21.726,0.659,4.811,
0,16.437,1.598,23.584,0.59,2.427,
0,22.216,7.912,23.033,0.608,5.704,
0.67,20.834,15.324,6.602,0.818,5.984,
1.262,23.84,17.031,5.807,0.818,7.2,
1.557,22.367,11.344,3.83,0.881,4.028,
10.126,15.004,9.99,2.248,0.963,2.067,
13.333,22.24,15.04,3.827,0.966,3.246,
6.01,23.328,19.884,6.102,0.918,5.845,
4.519,22.303,8.341,3.457,0.907,4.947,
1.789,14.845,11.557,3.753,0.922,3.391,
1.143,27.932,13.528,15.86,0.868,4.579,
35.053,22.523,8.666,9.251,0.899,4.749,
0.003,21.197,4.958,24.293,0.77,1.854,
0,23.367,7.907,24.916,0.681,2.881,
0,27.048,10.678,24.625,0.734,2.054,
9.295,23.339,16.269,6.476,0.844,4.211,
65.812,25.216,14.214,12.537,0.921,3.307,
18.418,23.397,18.698,11.001,0.838,5.918,
0,20.546,10.011,25.458,0.576,4.239,
0,18.597,7.41,26.3,0.595,3.59,
0,15.77,7.533,26.345,0.6,4.125,
0,16.339,-0.422,26.97,0.627,2.515,
0,20.781,4.501,26.72,0.599,3.1,
0.065,23.364,9.905,21.29,0.674,5.415,
1.687,20.768,15.352,5.24,0.808,5.048,
15.377,19.33,7.165,23.61,0.762,5.279,
0,26.318,9.088,27.278,0.551,3.373,
0,24.899,12.194,22.39,0.582,3.453,
1.107,23.545,18.206,6.034,0.846,3.735,
2.46,27.04,19.657,10.046,0.904,2.843,
4.286,30.093,21.001,19.77,0.862,2.253,
2.753,29.125,17.798,17.084,0.799,4.254,
1.536,26.181,20.433,6.802,0.785,5.071,
1.966,21.139,13.188,15.541,0.754,3.643,
7.952,18.676,12.165,8.198,0.87,4.152,
0.233,22.873,3.868,27.126,0.623,2.896,
0,26.185,6.026,28.475,0.515,3.064,
0,27.176,13.807,27.643,0.556,5.41,
0.663,24.744,18.928,7.749,0.752,6.754,
2.245,25.34,19.508,21.078,0.722,5.264,
0,21.629,9.249,28.603,0.51,3.718,
0,27.681,7.266,28.345,0.632,1.466,
1.926,29.962,11.863,23.66,0.627,1.767,
0.539,27.547,16.695,18.096,0.806,3.518,
1.073,25.008,19.55,8.378,0.82,4.975,
0.427,28.52,15.103,21.541,0.724,3.596,
0,30.308,16.2,28.26,0.64,2.815,
0,30.854,18.496,22.263,0.753,3.313,
0,28.942,11.559,29.321,0.513,4.362,
0.01,25.632,7.507,25.614,0.595,2.815,
2.74,27.997,17.112,10.046,0.717,4.255,
48.127,26.015,19.556,10.225,0.913,3.262,
2.669,23.394,15.181,19.985,0.862,3.018,
0.069,23.946,12.581,25.527,0.712,2.908,
0,27.382,11.492,28.703,0.651,1.872,
0,29.712,15.276,27.388,0.556,3.445,
0,33.022,12.44,29.491,0.536,2.946,
0,31.166,17.767,29.003,0.437,3.457,
1.123,31.954,16.699,23.793,0.59,3.084,
1.349,33.259,20.935,27.755,0.664,4.672,
1.027,33.799,24.022,11.488,0.773,4.466,
1.365,32.378,23.304,10.92,0.772,3.506,
0.11,34.003,22.857,27.315,0.681,3.561,
5.037,32.222,23.692,28.38,0.723,4.164,
3.516,32.599,22.748,23.634,0.685,3.488,
0.319,32.572,16.071,28.131,0.688,1.339,
0,33.618,19.744,28.792,0.673,2.265,
0,32.053,21.573,29.137,0.583,3.541,
0,32.833,20.803,29.085,0.567,3.327,
0,33.604,22.391,28.901,0.614,3.179,
0,34.606,22.44,29.25,0.584,3.51,
0,35.225,23.813,29.666,0.537,5.445,
0,35.245,24.223,29.326,0.524,6.431,
0.082,34.389,25.735,20.567,0.581,7.57,
0.824,33.496,25.537,16.448,0.652,6.162,
1.744,34.381,24.947,23.442,0.681,5.194,
0,35.454,25.283,27.229,0.595,5.086,
0.017,33.709,24.879,22.169,0.593,4.386,
13.523,33.451,20.043,19.467,0.851,2.568,
0,34.654,21.646,28.972,0.609,3.841,
0,35.067,23.102,29.258,0.535,4.796,
0,35.32,24.075,28.979,0.574,4.344,
2.026,36.071,24.013,28.675,0.579,2.858,
0.069,38.684,22.68,29.237,0.557,2.045,
0,36.824,23.029,28.413,0.54,2.419,
0.151,37.811,21.506,24.822,0.538,2.467,
1.04,34.406,20.325,23.132,0.646,1.708,
0,33.051,18.867,20.815,0.643,2.543,
9.891,34.304,21.759,20.2,0.732,1.597,
1.184,33.666,20.243,29.079,0.656,2.057,
0,35.919,17.153,29.628,0.482,1.482,
0,36.261,21.1,29.123,0.419,2.102,
0,35.616,21.84,29.488,0.466,2.945,
0.748,35.069,23.057,25.453,0.518,3.581,
0.357,36.152,21.945,23.133,0.58,4.093,
0.051,37.022,23.548,27.435,0.508,4.577,
0,38.416,24.864,28.338,0.479,3.925,
2.901,34.551,20.714,14.16,0.63,2.556,
0,33.557,18.111,28.315,0.508,1.837,
0,35.661,16.948,28.398,0.434,1.719,
0,34.948,20.237,29.453,0.455,2.777,
0,36.031,22.214,23.928,0.486,2.448,
0.096,36.544,23.942,19.387,0.428,2.398,
0.007,35.948,22.95,25.729,0.517,3.35,
0,36.472,24.01,28.331,0.48,3.672,
0,36.916,23.424,28.377,0.439,3.277,
0,37.112,23.6,28.022,0.492,3.085,
4.031,39.845,22.539,20.082,0.632,1.843,
8.561,36.958,22.393,25.188,0.6,2.309,
5.876,36.511,24.499,26.648,0.559,3.745,
0,38.174,25.826,28.62,0.43,4.341,
4.407,41.183,24.068,19.722,0.502,3.185,
12.741,32.93,22.268,15.429,0.866,2.276,
2.642,32.682,21.747,22.674,0.704,2.762,
0.395,36.648,23.619,25.801,0.489,2.068,
0,39.313,21.647,27.732,0.434,1.892,
0,37.291,22.972,28.41,0.438,2.568,
0,35.601,23.457,21.313,0.475,2.981,
0,38.271,24.077,26.536,0.504,2.499,
0,37.471,24.41,20.697,0.443,2.412,
0,38.269,24.976,25.795,0.443,2.413,
0,37.63,23.605,26.072,0.505,2.705,
0.929,34.718,22.815,26.361,0.625,3.274,
6.635,36.977,24.424,20.65,0.729,2.603,
0,38.781,25.801,27.641,0.417,2.921,
0,40.253,24.169,27.636,0.315,2.731,
0,39.905,24.797,27.964,0.28,3.312,
0,38.42,25.998,25.692,0.36,3.517,
0.22,36.914,25.964,20.36,0.406,3.739,
0.52,37.945,27.394,18.245,0.443,3.585,
7.251,40.419,23.427,24.372,0.65,2.289,
0,41.772,26.212,26.811,0.391,2.584,
0,46.531,27.111,26.388,0.33,2.004,
0.568,40.741,26.651,25.411,0.438,2.133,
0,38.853,25.198,25.152,0.425,3.607,
0.124,35.263,25.414,17.933,0.583,4.526,
0.007,41.955,24.903,23.314,0.494,1.98,
11.975,32.611,22.816,8.189,0.644,2.22,
0.038,36.486,22.381,17.552,0.643,2.568,
0.373,39.311,26.6,22.023,0.446,4.036,
13.188,38.328,23.644,17.845,0.637,2.725,
5,30.637,23.101,16.273,0.86,2.267,
0.182,36.133,19.471,25.494,0.69,1.773,
0,39.13,20.839,26.14,0.511,1.416,
18.368,33.5,20.448,6.263,0.687,1.905,
1.492,27.379,20.342,18.975,0.832,2.503,
0.007,30.927,18.542,23.885,0.691,2.228,
15.132,29.054,21.626,13.673,0.841,2.043,
17.393,25.618,19.639,9.393,0.913,3.001,
18.048,26.749,19.897,17.148,0.915,2.608,
7.391,31.919,22.03,17.248,0.862,2.067,
7.699,31.898,23.121,20.33,0.814,2.295,
3.746,31.828,23.186,19.993,0.834,1.873,
0.982,34.026,21.485,22.956,0.744,2.198,
0,33.961,22.293,24.206,0.638,2.967,
0,37.172,20.06,24.358,0.597,1.276,
0.069,39.132,22.942,21.809,0.591,1.753,
2.999,35.041,23.915,22.928,0.685,2.316,
0.086,38.632,23.438,17.612,0.55,1.553,
3.984,33.454,23.16,21.942,0.681,2.105,
4.113,34.326,22.476,23.788,0.656,2.513,
0.027,35.014,22.93,21.367,0.566,3.338,
12.792,30.668,22.486,2.986,0.777,6.711,
8.484,22.378,19.157,1.794,0.932,6.218,
2.005,29.794,17.623,17.14,0.781,4.126,
0,31.096,16.693,24.04,0.689,2.128,
0,31.59,15.578,23.658,0.663,1.971,
0,33.055,17.346,22.791,0.624,2.007,
0,35.159,19.29,22.898,0.617,1.764,
32.77,28.884,21.68,5.755,0.823,1.773,
5.418,26.762,21.881,13.745,0.904,2.2,
2.225,32.904,22.566,18.736,0.802,2.536,
1.068,33.328,24.089,20.567,0.667,3.603,
47.389,28.547,23.867,2.771,0.866,6.506,
16.225,28.297,19.129,20.163,0.761,4.915,
0,24.089,13.828,22.794,0.596,3.852,
0,25.108,11.473,22.926,0.551,2.294,
0,26.18,10.822,22.516,0.684,1.636,
0,25.909,13.946,15.984,0.727,1.929,
0,30.541,15.518,17.113,0.682,1.596,
0,30.213,16.739,21.577,0.691,1.605,
0,30.616,17.478,21.523,0.656,2.194,
0.017,30.967,18.358,19.314,0.689,2.43,
0.058,32.044,19.933,15.947,0.656,2.006,
0.247,30.401,21.742,11.317,0.634,2.62,
0.014,29.035,17.274,13.226,0.664,2.01,
0,30.537,17.058,19.958,0.6,1.941,
0,31.107,12.876,21.289,0.473,1.377,
0,30.527,13.388,21.098,0.531,1.652,
0,32.283,13.983,20.922,0.503,1.415,
0,27.782,17.91,20.788,0.521,2.873,
0,29.151,11.882,20.732,0.378,1.915,
0,27.531,13.947,20.439,0.43,2.295,
2.599,27.385,13.817,18.225,0.551,2.858,
2.268,30.977,16.382,19.201,0.589,3.052,
0,29.535,17.1,19.558,0.534,3.401,
7.426,24.852,20.3,7.593,0.705,4.61,
12.912,24.134,19.702,14.563,0.806,4.209,
0,25.039,11.923,19.886,0.55,2.525,
0,26.101,11.482,19.754,0.585,1.764,
0,26.986,13.693,18.865,0.649,2.711,
0,28.431,16.656,18.75,0.718,2.749,
0.676,26.633,19.59,6.074,0.777,3.198,
0.757,26.196,20.801,5.344,0.779,3.956,
1.808,24.343,20.602,3.483,0.86,2.892,
6.951,26.169,20.286,6.238,0.889,1.999,
9.898,21.281,13.732,4.725,0.856,3.744,
0.021,24.087,13.657,13.923,0.626,1.525,
0,24.01,12.256,18.194,0.633,2.263,
0,23.581,10.024,18.015,0.672,2.378,
0,26.892,12.509,17.633,0.638,2.835,
0,26.208,13.539,17.282,0.646,2.242,
0.798,22.64,13.514,6.073,0.714,3.9,
4.722,19.96,6.405,16.519,0.629,2.035,
0,21.7,6.289,17.751,0.457,2.393,
0,25.182,7.631,17.366,0.535,1.534,
0,28.711,13.81,16.484,0.558,3.173,
0,22.211,5.475,17.744,0.3,5.853,
0,17.979,1.694,17.085,0.342,1.713,
0,22.57,6.593,16.638,0.401,2.285,
0,25.159,10.913,16.202,0.518,3.709,
0,26.143,13.667,15.699,0.648,3.974,
0.124,27.523,16.424,15.577,0.676,2.883,
0.01,26.704,15.723,13.953,0.705,3.461,
0,25.059,15.201,15.427,0.56,3.336,
0,25.438,11.695,15.75,0.502,3.298,
0.489,26.14,16.415,7.631,0.673,5.412,
0.419,23.388,15.664,13.584,0.55,4.991,
0,20.264,7.748,15.574,0.33,2.467,
0,20.532,8.199,15.397,0.313,2.967,
0,19.855,6.29,15.258,0.47,2.767,
7.316,13.589,11.029,2.273,0.663,4.503,
9.059,16.886,12.214,5.62,0.934,4.191,
1.003,16.517,13.532,4.232,0.915,2.403,
0.017,21.105,8.482,13.504,0.836,1.951,
0.987,18.306,14.031,3.598,0.904,3.576,
0.036,15.417,4.751,13.965,0.523,6.086,
0,15.569,0.85,14.499,0.537,2.833,
0,22.458,6.869,14.282,0.456,2.667,
0,13.781,6.218,14.096,0.645,3.791,
0,20.758,4.911,14.064,0.681,3.569,
0.017,17.06,10.346,12.668,0.608,4.68,
0.007,10.674,0.625,13.605,0.485,4.541,
0.119,6.375,0.592,3.02,0.61,2.885,
3.512,17.166,5.72,2.515,0.901,2.876,
5.878,18.401,11.117,11.793,0.783,5.428,
0,18.623,2.443,14.049,0.434,2.09,
0,19.769,8.601,11.622,0.425,3.886,
0.021,20.517,9.258,10.736,0.781,1.522,
9.171,15.125,12.786,1.849,0.889,2.17,
1.837,12.984,10.356,3.786,0.898,2.171,
0.024,11.787,4.831,10.876,0.585,5.744,
0,8.723,3.056,11.643,0.515,4.864,
0,13.988,0.842,13.016,0.489,4.135,
0.759,19.892,9.524,3.035,0.778,7.253,
0.058,13.383,0.494,12.231,0.498,6.123,
0,8.019,-1.52,12.925,0.513,2.986,
0,13.364,-1.283,12.635,0.565,2.346,
0,15.8,2.787,12.601,0.502,2.685,
0.58,16.126,8.803,3.024,0.754,6.3,
17.245,19.064,6.02,9.93,0.841,6.987,
0.429,4.412,-0.517,5.935,0.68,6.64,
0.007,10.384,-1.933,12.337,0.521,5.241,
0,15.341,1.452,12.655,0.513,1.936,
1.439,12.736,6.538,2.255,0.653,5.52,
5.517,18.511,13.546,0.789,0.912,7.142,
2.314,19.571,-1.629,0.945,0.713,6.699,
4.178,1.011,-1.181,1.673,0.873,2.842,
1.147,7.532,-0.973,3.015,0.923,1.814,
2.118,17.141,6.553,3.486,0.955,2.806,
4.861,20.737,14.546,11.436,0.791,4.603,
0.151,20.705,11.666,6.915,0.674,3.987,
0,10.343,-4.203,11.987,0.421,7.159,
0,-0.512,-6.077,3.863,0.269,3.126,
2.36E+00,9.188,-0.431,1.168,0.657,4.674,
0.532,14.64,9.491,10.779,0.749,5.963,
0.257,14.423,5.237,5.1,0.83,4.01,
4.769,20.98,11.383,1.416,0.938,6.438,
9.247,21.411,13.463,3.626,0.816,8.011,
0.017,12.907,1.061,12.195,0.404,2.167,
0,16.875,1.829,13.057,0.404,1.553,
0,17.377,4.685,12.863,0.434,3.849,
0,11.041,4.912,12.968,0.482,4.88,
0,15.592,-0.058,11.291,0.653,3.999,
0.613,20.599,10.704,11.693,0.84,3.384,
0.501,25.422,15.695,11.58,0.755,6.257,
0.017,20.219,3.804,10.584,0.618,5.296,
15.791,5.489,2.05,1.754,0.719,3.301,
5.304,13.39,1.577,10.358,0.855,3.335,
0,13.873,2.555,13.223,0.491,4.484,
0,19.599,4.791,13.059,0.471,2.753,
0.669,19.545,10.185,3.104,0.867,4.858,
1.754,20.089,2.933,10.969,0.692,6.85,
0,11.675,-2.916,13.406,0.5,2.772,
0,15.396,2.445,13.614,0.448,3.428,
0,9.098,-1.647,13.909,0.421,5.138,
0,13.758,-1.138,13.723,0.396,2.993,
0,6.969,-0.945,13.588,0.539,4.499,
0,2.79,-4.144,5.868,0.506,2.801,
0.395,16.815,2.248,10.6,0.631,4.854,
0,17.086,6.48,13.775,0.51,3.858,
0,13.263,8.656,14.026,0.385,5.668,
0,9.669,3.505,14.43,0.526,4.602,
0,17.863,0.704,14.512,0.5,3.385,
0,22.861,3.484,14.838,0.386,3.166,
1.126,23.449,13.859,10.768,0.419,5.741,
0.853,17.365,2.698,3.01,0.617,5.819,
0.187,5.495,3.297,2.737,0.637,2.123,
4.99,4.573,1.985,0.782,0.911,4.192,
9.156,6.132,1.872,0.721,0.927,4.243,
5.768,5.551,-6.044,14.167,0.729,3.824,
0,10.972,-4.203,15.452,0.589,1.738,
0,15.084,-2.512,15.529,0.462,3.168,
0,19.854,2.793,15.574,0.348,2.942,
0.014,20.963,7.863,15.087,0.524,4.817,
0.694,14.755,3.256,15.784,0.465,4.658,
0,15.676,2.929,15.828,0.375,2.717,
0,10.589,-1.632,15.76,0.411,3.084,
0,17.684,1.444,15.942,0.568,4.15,
0.728,21.301,11.455,6.522,0.765,6.292,
1.336,17.762,16.324,2.391,0.763,6.364,
0.975,18.569,13.408,2.216,0.83,4.803,
7.213,17.865,13.867,1.425,0.854,5.527,
7.23,20.459,12.791,4.826,0.927,4.997,
11.524,19.017,8.155,15.695,0.603,7.222,
0,20.679,6.875,17.041,0.649,2.648,
0.034,21.459,12.398,7.86,0.658,3.394,
0.003,18.272,3.624,16.196,0.615,4.552,
1.507,14.668,7.709,12.588,0.751,2.543,
0,12.916,4.541,13.989,0.697,3.374,
1.933,14.685,8.213,3.076,0.814,4.087,
1.308,22.858,13.054,16.594,0.659,5.938,
0,16.688,3.209,18.373,0.37,5.076,
0,18.296,2.591,18.477,0.411,2.985,
3.454,13.333,8.244,15.459,0.587,6.457,
0,14.056,-2.538,18.882,0.299,2.39,
0,16.621,2.988,18.54,0.41,3.515,
0.869,22.052,7.707,5.561,0.673,5.55,
0.738,20.497,14.078,4.403,0.832,4.289,
1.504,22.04,17.846,2.79,0.86,6.035,
1.72,22.084,10.468,2.107,0.856,2.839,
1.576,11.157,2.8,17.266,0.668,6.816,
0,9.714,-3.85,20.141,0.378,5.45,
0,14.552,-2.785,19.789,0.361,2.114,
0,16.491,1.929,19.695,0.434,4.594,
0.597,19.139,9.056,6.147,0.675,5.153,
0.237,25.203,15.685,10.729,0.733,7.22,
0.12,26.294,16.143,13.092,0.648,6.624,
1.365,23.648,17.453,3.698,0.711,6.333,
2.64,27.651,19.762,14.661,0.685,5.549,
3.50E-01,24.171,16.655,6.717,0.704,4.052,
1.363,25.476,18.219,3.205,0.713,5.671,
40.395,23.903,4.417,1.517,0.858,5.987,
58.034,4.306,2.574,2.31,0.937,5.327,
34.593,4.037,2.07,1.933,0.94,3.686,
8.219,9.235,3.255,6.062,0.929,2.508,
0.045,18.171,3.653,16.538,0.825,1.214,
0,22.174,5.272,20.933,0.762,1.917,
0,24.299,9.677,21.863,0.701,3.045,
0,24.54,10.672,22.071,0.618,3.358,
0,26.687,9.786,21.771,0.596,2.119,
0.031,23.072,11.258,20.601,0.716,4.215,
0,25.253,12.106,19.912,0.657,2.868,
0,24.729,12.558,20.728,0.632,3.703,
0.728,22.92,16.899,5.897,0.718,6.137,
4.834,21.943,18.582,2.956,0.814,6.173,
3.189,18.678,7.812,8.881,0.675,2.641,
1.895,23.035,10.032,11.314,0.91,3.078,
3.306,21.504,13.142,4.861,0.938,3.568,
0.735,11.11,0.552,19.486,0.65,7.134,
0,19.821,1.415,24.128,0.487,2.822,
0,20.986,9.058,12.99,0.575,5.115,
2.729,19.459,7.21,22.526,0.63,5.142,
0,23.222,5.176,24.693,0.409,3.825,
0.793,19.161,13.351,18.105,0.638,6.75,
0,21.207,3.91,24.145,0.605,3.081,
0.24,22.52,10.633,12.604,0.702,4.68,
0.213,21.598,9.913,23.479,0.611,6.077,
0,13.798,3.374,26.017,0.38,5.803,
0,17.248,-0.332,26.393,0.314,2.953,
0,26.109,10.553,25.949,0.341,4.782,
0.666,26.404,15.689,19.233,0.662,6.169,
0.003,25.089,10.943,25.12,0.433,4.713,
0,21.276,6.083,22.478,0.601,3.398,
20.143,18.472,11.784,7.698,0.829,3.632,
0.345,17.345,9.092,13.428,0.83,3.121,
0,22.406,3.729,25.895,0.648,1.856,
0,24.763,8.219,25.095,0.617,2.186,
0.007,25.444,12.484,24.74,0.606,4.115,
3.783,22.17,14.765,7.699,0.759,4.979,
57.812,18.75,14.948,2.699,0.971,1.711,
0.748,20.888,12.329,19.55,0.797,4.83,
0,24.625,8.861,26.077,0.586,2.96,
0,29.186,12.726,26.609,0.482,2.628,
0,30.175,16.76,26.081,0.49,3.669,
0,31.019,18.437,26.862,0.383,6.767,
